-90, -180, 30
-89.9, -180, 30
-89.8, -180, 30
-89.7, -180, 30
-89.6, -180, 30
-89.5, -180, 30
-89.4, -180, 30
-89.3, -180, 30
-89.2, -180, 30
-89.1000000000001, -180, 30
-89.0000000000001, -180, 30
-88.9000000000001, -180, 30
-88.8000000000001, -180, 30
-88.7000000000001, -180, 30
-88.6000000000001, -180, 30
-88.5000000000001, -180, 30
-88.4000000000001, -180, 30
-88.3000000000001, -180, 30
-88.2000000000001, -180, 30
-88.1000000000001, -180, 30
-88.0000000000001, -180, 30
-87.9000000000001, -180, 30
-87.8000000000001, -180, 30
-87.7000000000001, -180, 30
-87.6000000000001, -180, 30
-87.5000000000001, -180, 30
-87.4000000000001, -180, 30
-87.3000000000002, -180, 30
-87.2000000000002, -180, 30
-87.1000000000002, -180, 30
-87.0000000000002, -180, 30
-86.9000000000002, -180, 30
-86.8000000000002, -180, 30
-86.7000000000002, -180, 30
-86.6000000000002, -180, 30
-86.5000000000002, -180, 30
-86.4000000000002, -180, 30
-86.3000000000002, -180, 30
-86.2000000000002, -180, 30
-86.1000000000002, -180, 30
-86.0000000000002, -180, 30
-85.9000000000002, -180, 30
-85.8000000000002, -180, 30
-85.7000000000002, -180, 30
-85.6000000000003, -180, 30
-85.5000000000003, -180, 30
-85.4000000000003, -180, 30
-85.3000000000003, -180, 30
-85.2000000000003, -180, 30
-85.1000000000003, -180, 30
-85.0000000000003, -180, 30
-84.9000000000003, -180, 30
-84.8000000000003, -180, 30
-84.7000000000003, -180, 30
-84.6000000000003, -180, 30
-84.5000000000003, -180, 30
-84.4000000000003, -180, 30
-84.3000000000003, -180, 30
-84.2000000000003, -180, 30
-84.1000000000003, -180, 30
-84.0000000000003, -180, 30
-83.9000000000003, -180, 30
-83.8000000000004, -180, 30
-83.7000000000004, -180, 30
-83.6000000000004, -180, 30
-83.5000000000004, -180, 30
-83.4000000000004, -180, 30
-83.3000000000004, -180, 30
-83.2000000000004, -180, 30
-83.1000000000004, -180, 30
-83.0000000000004, -180, 30
-82.9000000000004, -180, 30
-82.8000000000004, -180, 30
-82.7000000000004, -180, 30
-82.6000000000004, -180, 30
-82.5000000000004, -180, 30
-82.4000000000004, -180, 30
-82.3000000000004, -180, 30
-82.2000000000004, -180, 30
-82.1000000000004, -180, 30
-82.0000000000005, -180, 30
-81.9000000000005, -180, 30
-81.8000000000005, -180, 30
-81.7000000000005, -180, 30
-81.6000000000005, -180, 30
-81.5000000000005, -180, 30
-81.4000000000005, -180, 30
-81.3000000000005, -180, 30
-81.2000000000005, -180, 30
-81.1000000000005, -180, 30
-81.0000000000005, -180, 30
-80.9000000000005, -180, 30
-80.8000000000005, -180, 30
-80.7000000000005, -180, 30
-80.6000000000005, -180, 30
-80.5000000000005, -180, 30
-80.4000000000005, -180, 30
-80.3000000000006, -180, 30
-80.2000000000006, -180, 30
-80.1000000000006, -180, 30
-80.0000000000006, -180, 30
-79.9000000000006, -180, 30
-79.8000000000006, -180, 30
-79.7000000000006, -180, 30
-79.6000000000006, -180, 30
-79.5000000000006, -180, 30
-79.4000000000006, -180, 30
-79.3000000000006, -180, 30
-79.2000000000006, -180, 30
-79.1000000000006, -180, 30
